,Date,Persian_Date,Open,Low,High,Close
1203,10/20/2015,1394/07/28,"34,190","33,810","34,290","33,810"
1204,10/21/2015,1394/07/29,"34,270","33,830","34,390","33,830"
1205,10/22/2015,1394/07/30,"34,410","33,850","34,540","33,850"
1206,10/25/2015,1394/08/03,"34,010","33,850","34,600","33,850"
1207,10/26/2015,1394/08/04,"34,410","33,880","34,550","33,880"
1208,10/27/2015,1394/08/05,"34,040","33,890","34,790","33,890"
1209,10/28/2015,1394/08/06,"34,340","33,900","34,900","33,900"
1210,10/29/2015,1394/08/07,"34,090","33,890","34,850","33,890"
1211,10/31/2015,1394/08/09,"34,080","33,890","34,820","33,890"
1212,11/1/2015,1394/08/10,"34,980","33,950","34,980","33,950"
1213,11/2/2015,1394/08/11,"34,150","33,940","34,980","33,940"
1214,11/3/2015,1394/08/12,"34,550","33,940","34,950","33,940"
1215,11/4/2015,1394/08/13,"34,990","33,930","34,990","33,930"
1216,11/5/2015,1394/08/14,"34,950","33,890","34,950","33,890"
1217,11/7/2015,1394/08/16,"34,950","33,930","34,970","33,930"
1218,11/8/2015,1394/08/17,"35,080","33,950","35,120","33,950"
1219,11/9/2015,1394/08/18,"34,200","33,960","35,350","33,960"
1220,11/10/2015,1394/08/19,"35,190","33,950","35,500","33,950"
1221,11/11/2015,1394/08/20,"35,070","33,940","35,350","33,940"
1222,11/12/2015,1394/08/21,"34,790","33,930","35,450","33,930"
1223,11/14/2015,1394/08/23,"35,580","33,990","35,650","33,990"
1224,11/15/2015,1394/08/24,"34,330","33,940","35,700","33,940"
1225,11/16/2015,1394/08/25,"35,590","33,940","35,590","33,940"
1226,11/17/2015,1394/08/26,"34,260","33,940","35,530","33,940"
1227,11/18/2015,1394/08/27,"34,270","33,930","35,590","33,930"
1228,11/19/2015,1394/08/28,"35,610","33,930","35,610","33,930"
1229,11/21/2015,1394/08/30,"34,590","33,930","35,570","33,930"
1230,11/22/2015,1394/09/01,"34,900","33,940","35,690","33,940"
1231,11/23/2015,1394/09/02,"35,750","33,940","35,750","33,940"
1232,11/24/2015,1394/09/03,"35,420","33,980","35,810","33,980"
1233,11/25/2015,1394/09/04,"35,870","33,990","35,930","33,990"
1234,11/26/2015,1394/09/05,"35,990","33,920","35,990","33,920"
1235,11/27/2015,1394/09/06,"33,930","33,930","33,930","33,930"
1236,11/28/2015,1394/09/07,"33,920","33,920","36,390","33,990"
1237,11/29/2015,1394/09/08,"36,530","33,990","36,530","33,990"
1238,11/30/2015,1394/09/09,"35,080","33,990","35,830","33,990"
1239,12/1/2015,1394/09/10,"34,170","33,990","36,470","33,990"
1240,12/3/2015,1394/09/12,"34,330","33,970","36,350","33,970"
1241,12/5/2015,1394/09/14,"36,190","33,970","36,190","33,970"
1242,12/6/2015,1394/09/15,"36,000","33,970","36,000","33,970"
1243,12/7/2015,1394/09/16,"35,780","33,960","36,390","33,960"
1244,12/8/2015,1394/09/17,"36,200","33,960","36,200","33,960"
1245,12/9/2015,1394/09/18,"34,450","33,950","36,400","33,950"
1246,12/13/2015,1394/09/22,"36,250","33,940","36,290","33,940"
1247,12/14/2015,1394/09/23,"36,240","33,940","36,290","33,940"
1248,12/15/2015,1394/09/24,"34,300","33,940","36,100","33,940"
1249,12/16/2015,1394/09/25,"34,320","33,970","36,230","33,970"
1250,12/17/2015,1394/09/26,"34,390","33,890","36,450","33,890"
1251,12/19/2015,1394/09/28,"34,300","33,800","36,340","33,800"
1252,12/20/2015,1394/09/29,"34,040","33,850","36,190","33,850"
1253,12/21/2015,1394/09/30,"34,100","33,840","36,340","33,840"
1254,12/22/2015,1394/10/01,"36,290","33,860","36,400","33,860"
1255,12/23/2015,1394/10/02,"34,120","33,870","36,530","33,870"
1256,12/24/2015,1394/10/03,"34,140","33,880","36,580","33,880"
1257,12/26/2015,1394/10/05,"34,160","33,800","34,160","33,850"
1258,12/27/2015,1394/10/06,"34,120","33,800","36,590","33,800"
1259,12/28/2015,1394/10/07,"34,070","33,800","36,520","33,800"
1260,12/30/2015,1394/10/09,"34,070","33,830","36,520","33,830"
1261,12/31/2015,1394/10/10,"35,150","33,870","36,720","33,870"
1262,1/2/2016,1394/10/12,"35,650","33,840","35,650","33,840"
1263,1/3/2016,1394/10/13,"36,560","33,840","36,580","33,840"
1264,1/4/2016,1394/10/14,"34,120","33,840","36,660","33,890"
1265,1/5/2016,1394/10/15,"34,180","33,940","36,230","33,940"
1266,1/6/2016,1394/10/16,"34,240","33,940","36,950","33,940"
1267,1/7/2016,1394/10/17,"34,230","33,940","36,280","33,940"
1268,1/9/2016,1394/10/19,"34,250","33,990","36,280","33,990"
1269,1/10/2016,1394/10/20,"34,310","33,950","37,210","33,950"
1270,1/11/2016,1394/10/21,"34,250","33,890","36,990","33,890"
1271,1/12/2016,1394/10/22,"34,180","33,880","36,490","33,880"
1272,1/13/2016,1394/10/23,"34,160","33,870","36,690","33,870"
1273,1/14/2016,1394/10/24,"34,120","33,850","36,160","33,850"
1274,1/16/2016,1394/10/26,"36,200","33,840","36,200","33,840"
1275,1/17/2016,1394/10/27,"35,850","33,840","36,090","33,840"
1276,1/18/2016,1394/10/28,"36,020","33,840","36,020","33,840"
1277,1/19/2016,1394/10/29,"35,850","33,830","35,960","33,830"
1278,1/20/2016,1394/10/30,"35,850","33,840","35,850","33,840"
1279,1/21/2016,1394/11/01,"35,040","33,830","35,040","33,830"
1280,1/23/2016,1394/11/03,"36,280","33,870","36,280","33,870"
1281,1/24/2016,1394/11/04,"35,890","33,870","36,470","33,870"
1282,1/25/2016,1394/11/05,"35,880","33,850","36,340","33,850"
1283,1/26/2016,1394/11/06,"36,430","33,850","36,430","33,850"
1284,1/27/2016,1394/11/07,"36,500","33,840","36,500","33,840"
1285,1/28/2016,1394/11/08,"35,860","33,840","36,270","33,840"
1286,1/30/2016,1394/11/10,"34,640","33,820","36,260","33,820"
1287,1/31/2016,1394/11/11,"36,050","33,840","36,050","33,840"
1288,2/1/2016,1394/11/12,"36,250","33,830","36,250","33,830"
1289,2/2/2016,1394/11/13,"35,570","33,830","36,180","33,830"
1290,2/3/2016,1394/11/14,"34,430","33,820","36,220","33,820"
1291,2/4/2016,1394/11/15,"34,260","33,820","35,990","33,820"
1292,2/6/2016,1394/11/17,"34,330","33,810","35,850","33,810"
1293,2/7/2016,1394/11/18,"34,270","33,800","35,640","33,800"
1294,2/8/2016,1394/11/19,"35,360","33,800","35,600","33,800"
1295,2/9/2016,1394/11/20,"34,210","33,800","35,440","33,800"
1296,2/10/2016,1394/11/21,"34,100","33,800","35,000","33,800"
1297,2/13/2016,1394/11/24,"34,660","33,800","34,970","33,800"
1298,2/14/2016,1394/11/25,"34,590","33,800","34,620","33,800"
1299,2/15/2016,1394/11/26,"34,000","33,840","34,540","33,840"
1300,2/16/2016,1394/11/27,"33,960","33,960","34,430","34,430"
1301,2/17/2016,1394/11/28,"34,560","34,560","34,690","34,620"
1302,2/18/2016,1394/11/29,"34,820","34,710","34,890","34,710"
1303,2/20/2016,1394/12/01,"34,690","34,450","34,690","34,450"
1304,2/21/2016,1394/12/02,"34,440","34,370","34,540","34,500"
1305,2/22/2016,1394/12/03,"34,540","34,540","34,800","34,540"
1306,2/23/2016,1394/12/04,"34,550","34,550","34,720","34,650"
1307,2/24/2016,1394/12/05,"34,660","34,660","34,740","34,680"
1308,2/25/2016,1394/12/06,"34,890","34,750","34,890","34,750"
1309,2/27/2016,1394/12/08,"34,880","34,850","34,990","34,850"
1310,2/28/2016,1394/12/09,"34,810","34,550","34,850","34,550"
1311,2/29/2016,1394/12/10,"34,580","34,550","34,700","34,550"
1312,3/1/2016,1394/12/11,"34,560","34,540","34,620","34,540"
1313,3/2/2016,1394/12/12,"34,660","34,540","34,760","34,540"
1314,3/3/2016,1394/12/13,"34,560","34,450","34,570","34,450"
1315,3/5/2016,1394/12/15,"34,430","34,250","34,440","34,250"
1316,3/6/2016,1394/12/16,"34,260","34,260","34,340","34,340"
1317,3/7/2016,1394/12/17,"34,300","34,230","34,330","34,260"
1318,3/8/2016,1394/12/18,"34,250","34,050","34,250","34,080"
1319,3/9/2016,1394/12/19,"34,120","34,090","34,270","34,240"
1320,3/10/2016,1394/12/20,"34,450","34,370","34,460","34,370"
1321,3/12/2016,1394/12/22,"34,290","34,270","34,290","34,270"
1322,3/14/2016,1394/12/24,"34,180","34,140","34,270","34,180"
1323,3/15/2016,1394/12/25,"34,240","34,240","34,310","34,290"
1324,3/16/2016,1394/12/26,"34,330","34,300","34,370","34,300"
1325,3/17/2016,1394/12/27,"34,250","34,250","34,250","34,250"
1326,3/26/2016,1395/01/07,"34,300","34,300","34,750","34,680"
1327,3/27/2016,1395/01/08,"34,660","34,660","34,670","34,660"
1328,3/29/2016,1395/01/10,"34,960","34,960","35,140","35,130"
1329,3/30/2016,1395/01/11,"34,890","34,820","34,890","34,820"
1330,3/31/2016,1395/01/12,"34,850","34,850","34,850","34,850"
1331,4/2/2016,1395/01/14,"34,890","34,750","34,940","34,750"
1332,4/3/2016,1395/01/15,"34,720","34,490","34,720","34,490"
1333,4/4/2016,1395/01/16,"34,500","34,480","34,610","34,500"
1334,4/5/2016,1395/01/17,"34,700","34,700","34,780","34,760"
1335,4/6/2016,1395/01/18,"34,910","34,690","34,930","34,700"
1336,4/7/2016,1395/01/19,"34,800","34,650","34,800","34,650"
1337,4/8/2016,1395/01/20,"34,650","34,650","34,650","34,650"
1338,4/9/2016,1395/01/21,"34,670","34,670","34,690","34,690"
1339,4/10/2016,1395/01/22,"34,760","34,720","34,800","34,720"
1340,4/11/2016,1395/01/23,"34,750","34,700","34,750","34,700"
1341,4/12/2016,1395/01/24,"34,820","34,690","34,820","34,690"
1342,4/13/2016,1395/01/25,"34,670","34,630","34,690","34,660"
1343,4/14/2016,1395/01/26,"34,650","34,590","34,650","34,620"
1344,4/16/2016,1395/01/28,"34,740","34,640","34,740","34,640"
1345,4/17/2016,1395/01/29,"34,700","34,550","34,700","34,550"
1346,4/18/2016,1395/01/30,"34,590","34,510","34,590","34,510"
1347,4/19/2016,1395/01/31,"34,540","34,540","34,640","34,640"
1348,4/20/2016,1395/02/01,"34,680","34,580","34,680","34,580"
1349,4/23/2016,1395/02/04,"34,630","34,590","34,630","34,590"
1350,4/24/2016,1395/02/05,"34,650","34,650","34,710","34,690"
1351,4/25/2016,1395/02/06,"34,700","34,670","34,730","34,670"
1352,4/26/2016,1395/02/07,"34,660","34,600","34,660","34,600"
1353,4/27/2016,1395/02/08,"34,650","34,600","34,650","34,600"
1354,4/28/2016,1395/02/09,"34,630","34,570","34,630","34,570"
1355,4/30/2016,1395/02/11,"34,560","34,530","34,570","34,550"
1356,5/1/2016,1395/02/12,"34,540","34,480","34,540","34,510"
1357,5/2/2016,1395/02/13,"34,570","34,500","34,620","34,500"
1358,5/3/2016,1395/02/14,"34,560","34,470","34,570","34,470"
1359,5/4/2016,1395/02/15,"34,480","34,420","34,480","34,430"
1360,5/7/2016,1395/02/18,"34,440","34,300","34,440","34,440"
1361,5/8/2016,1395/02/19,"34,450","34,420","34,510","34,460"
1362,5/9/2016,1395/02/20,"34,450","34,390","34,450","34,450"
1363,5/10/2016,1395/02/21,"34,510","34,500","34,540","34,500"
1364,5/11/2016,1395/02/22,"34,510","34,490","34,580","34,490"
1365,5/12/2016,1395/02/23,"34,500","34,430","34,500","34,430"
1366,5/14/2016,1395/02/25,"34,400","34,400","34,400","34,400"
1367,5/15/2016,1395/02/26,"34,390","34,360","34,420","34,420"
1368,5/16/2016,1395/02/27,"34,450","34,390","34,460","34,390"
1369,5/17/2016,1395/02/28,"34,410","34,370","34,410","34,370"
1370,5/18/2016,1395/02/29,"34,380","34,350","34,380","34,370"
1371,5/19/2016,1395/02/30,"34,410","34,370","34,420","34,370"
1372,5/21/2016,1395/03/01,"34,400","34,390","34,400","34,390"
1373,5/23/2016,1395/03/03,"34,400","34,400","34,500","34,490"
1374,5/24/2016,1395/03/04,"34,540","34,520","34,560","34,550"
1375,5/25/2016,1395/03/05,"34,640","34,540","34,640","34,540"
1376,5/26/2016,1395/03/06,"34,570","34,550","34,600","34,550"
1377,5/28/2016,1395/03/08,"34,700","34,700","34,840","34,790"
1378,5/29/2016,1395/03/09,"34,830","34,690","34,830","34,700"
1379,5/30/2016,1395/03/10,"34,690","34,580","34,710","34,630"
1380,5/31/2016,1395/03/11,"34,650","34,650","34,740","34,650"
1381,6/1/2016,1395/03/12,"34,630","34,600","34,650","34,650"
1382,6/2/2016,1395/03/13,"34,720","34,710","34,750","34,710"
1383,6/3/2016,1395/03/14,"34,700","34,700","34,710","34,710"
1384,6/4/2016,1395/03/15,"34,700","34,700","34,710","34,710"
1385,6/5/2016,1395/03/16,"34,700","34,670","34,700","34,670"
1386,6/6/2016,1395/03/17,"34,660","34,530","34,660","34,530"
1387,6/7/2016,1395/03/18,"34,540","34,540","34,580","34,550"
1388,6/8/2016,1395/03/19,"34,560","34,520","34,590","34,580"
1389,6/9/2016,1395/03/20,"34,590","34,590","34,600","34,600"
1390,6/11/2016,1395/03/22,"34,620","34,610","34,660","34,610"
1391,6/12/2016,1395/03/23,"34,590","34,580","34,600","34,600"
1392,6/13/2016,1395/03/24,"34,580","34,530","34,580","34,530"
1393,6/14/2016,1395/03/25,"34,560","34,560","34,600","34,590"
1394,6/15/2016,1395/03/26,"34,580","34,580","34,640","34,600"
1395,6/16/2016,1395/03/27,"34,590","34,550","34,590","34,550"
1396,6/18/2016,1395/03/29,"34,540","34,540","34,540","34,540"
1397,6/19/2016,1395/03/30,"34,560","34,540","34,570","34,540"
1398,6/20/2016,1395/03/31,"34,550","34,550","34,580","34,550"
1399,6/21/2016,1395/04/01,"34,570","34,570","34,610","34,600"
1400,6/22/2016,1395/04/02,"34,620","34,620","34,650","34,630"
1401,6/25/2016,1395/04/05,"34,550","34,550","34,610","34,610"
1402,6/26/2016,1395/04/06,"34,710","34,710","34,890","34,850"
1403,6/28/2016,1395/04/08,"34,870","34,870","35,000","34,890"
1404,6/29/2016,1395/04/09,"34,910","34,910","35,190","35,190"
1405,6/30/2016,1395/04/10,"35,310","35,290","35,370","35,290"
1406,7/2/2016,1395/04/12,"35,340","35,110","35,350","35,160"
1407,7/3/2016,1395/04/13,"35,120","34,790","35,120","34,790"
1408,7/4/2016,1395/04/14,"34,830","34,680","34,880","34,870"
1409,7/5/2016,1395/04/15,"34,930","34,780","34,930","34,870"
1410,7/9/2016,1395/04/19,"34,900","34,760","34,900","34,830"
1411,7/10/2016,1395/04/20,"34,810","34,750","35,030","34,970"
1412,7/11/2016,1395/04/21,"35,070","34,940","35,070","35,010"
1413,7/12/2016,1395/04/22,"35,290","35,070","35,290","35,120"
1414,7/13/2016,1395/04/23,"35,320","34,990","35,320","35,010"
1415,7/14/2016,1395/04/24,"35,130","34,990","35,220","35,040"
1416,7/16/2016,1395/04/26,"35,120","35,080","35,210","35,110"
1417,7/17/2016,1395/04/27,"35,150","34,940","35,150","35,120"
1418,7/18/2016,1395/04/28,"35,270","34,990","35,270","35,150"
1419,7/19/2016,1395/04/29,"35,080","35,000","35,230","35,190"
1420,7/20/2016,1395/04/30,"35,150","35,030","35,210","35,130"
1421,7/21/2016,1395/04/31,"35,080","35,030","35,180","35,030"
1422,7/23/2016,1395/05/02,"35,100","35,070","35,120","35,090"
1423,7/24/2016,1395/05/03,"35,170","35,140","35,170","35,170"
1424,7/25/2016,1395/05/04,"35,150","35,080","35,220","35,110"
1425,7/26/2016,1395/05/05,"35,250","35,170","35,250","35,180"
1426,7/27/2016,1395/05/06,"35,370","35,180","35,370","35,180"
1427,7/28/2016,1395/05/07,"35,380","35,120","35,440","35,440"
1428,7/31/2016,1395/05/10,"35,410","35,300","35,410","35,380"
1429,8/1/2016,1395/05/11,"35,350","35,270","35,370","35,280"
1430,8/2/2016,1395/05/12,"35,380","35,340","35,400","35,400"
1431,8/3/2016,1395/05/13,"35,360","35,290","35,420","35,310"
1432,8/4/2016,1395/05/14,"35,350","35,120","35,380","35,170"
1433,8/6/2016,1395/05/16,"35,320","35,210","35,320","35,270"
1434,8/7/2016,1395/05/17,"35,390","35,290","35,390","35,330"
1435,8/8/2016,1395/05/18,"35,390","35,350","35,420","35,400"
1436,8/9/2016,1395/05/19,"35,380","35,280","35,450","35,450"
1437,8/10/2016,1395/05/20,"35,430","35,310","35,490","35,350"
1438,8/11/2016,1395/05/21,"35,540","35,340","35,580","35,380"
1439,8/12/2016,1395/05/22,"35,280","35,280","35,280","35,280"
1440,8/13/2016,1395/05/23,"35,350","35,350","35,540","35,520"
1441,8/14/2016,1395/05/24,"35,350","35,310","35,490","35,310"
1442,8/15/2016,1395/05/25,"35,640","35,290","35,640","35,430"
1443,8/16/2016,1395/05/26,"35,210","35,210","35,490","35,430"
1444,8/17/2016,1395/05/27,"35,320","35,280","35,510","35,420"
1445,8/18/2016,1395/05/28,"35,440","35,340","35,530","35,450"
1446,8/20/2016,1395/05/30,"35,520","35,120","35,540","35,120"
1447,8/21/2016,1395/05/31,"35,370","35,270","35,510","35,270"
1448,8/22/2016,1395/06/01,"35,390","35,350","35,510","35,470"
1449,8/23/2016,1395/06/02,"35,570","35,380","35,570","35,420"
1450,8/24/2016,1395/06/03,"35,680","35,400","35,680","35,430"
1451,8/25/2016,1395/06/04,"35,430","35,300","35,480","35,300"
1452,8/27/2016,1395/06/06,"35,390","35,390","35,600","35,560"
1453,8/28/2016,1395/06/07,"35,700","35,480","35,700","35,500"
1454,8/29/2016,1395/06/08,"35,580","35,450","35,580","35,550"
1455,8/30/2016,1395/06/09,"35,510","35,490","35,640","35,550"
1456,8/31/2016,1395/06/10,"35,480","35,480","35,640","35,550"
1457,9/1/2016,1395/06/11,"35,470","35,430","35,630","35,570"
1458,9/3/2016,1395/06/13,"35,700","35,550","35,700","35,590"
1459,9/4/2016,1395/06/14,"35,640","35,560","35,650","35,650"
1460,9/5/2016,1395/06/15,"35,590","35,430","35,700","35,520"
1461,9/6/2016,1395/06/16,"35,490","35,470","35,610","35,550"
1462,9/7/2016,1395/06/17,"35,560","35,460","35,580","35,540"
1463,9/8/2016,1395/06/18,"35,610","35,450","35,610","35,570"
1464,9/10/2016,1395/06/20,"35,530","35,450","35,560","35,450"
1465,9/11/2016,1395/06/21,"35,520","35,420","35,550","35,500"
1466,9/13/2016,1395/06/23,"35,500","35,470","35,610","35,610"
1467,9/14/2016,1395/06/24,"35,510","35,480","35,630","35,630"
1468,9/15/2016,1395/06/25,"35,550","35,490","35,720","35,720"
1469,9/17/2016,1395/06/27,"35,540","35,400","35,630","35,620"
1470,9/18/2016,1395/06/28,"35,740","35,490","35,740","35,600"
1471,9/19/2016,1395/06/29,"35,710","35,520","35,710","35,520"
1472,9/21/2016,1395/06/31,"35,600","35,590","35,650","35,600"
1473,9/22/2016,1395/07/01,"35,760","35,520","35,760","35,540"
1474,9/24/2016,1395/07/03,"35,670","35,610","35,670","35,630"
1475,9/25/2016,1395/07/04,"35,720","35,650","35,740","35,680"
1476,9/26/2016,1395/07/05,"35,700","35,640","35,760","35,700"
1477,9/27/2016,1395/07/06,"35,800","35,670","35,800","35,730"
1478,9/28/2016,1395/07/07,"35,750","35,610","35,760","35,610"
1479,9/29/2016,1395/07/08,"35,800","35,740","35,810","35,800"
1480,10/1/2016,1395/07/10,"35,800","35,620","35,870","35,830"
1481,10/2/2016,1395/07/11,"35,700","35,700","35,860","35,770"
1482,10/3/2016,1395/07/12,"35,850","35,800","35,850","35,810"
1483,10/4/2016,1395/07/13,"35,880","35,830","35,880","35,860"
1484,10/5/2016,1395/07/14,"35,890","35,670","35,890","35,870"
1485,10/6/2016,1395/07/15,"35,880","35,720","35,880","35,720"
1486,10/8/2016,1395/07/17,"35,800","35,400","35,870","35,850"
1487,10/9/2016,1395/07/18,"35,810","35,790","35,820","35,810"
1488,10/10/2016,1395/07/19,"35,900","35,810","35,900","35,850"
1489,10/13/2016,1395/07/22,"35,950","35,800","35,950","35,850"
1490,10/15/2016,1395/07/24,"35,890","35,880","35,970","35,880"
1491,10/16/2016,1395/07/25,"35,970","35,880","35,980","35,880"
1492,10/17/2016,1395/07/26,"35,950","35,440","35,950","35,850"
1493,10/18/2016,1395/07/27,"35,950","35,800","35,950","35,830"
1494,10/19/2016,1395/07/28,"35,900","35,820","35,900","35,850"
1495,10/20/2016,1395/07/29,"35,910","35,780","35,920","35,850"
1496,10/22/2016,1395/08/01,"35,850","35,850","35,880","35,880"
1497,10/23/2016,1395/08/02,"35,920","35,790","35,920","35,910"
1498,10/24/2016,1395/08/03,"35,870","35,870","35,950","35,950"
1499,10/25/2016,1395/08/04,"35,950","35,680","35,980","35,680"
1500,10/26/2016,1395/08/05,"35,920","35,770","36,080","36,050"
1501,10/27/2016,1395/08/06,"35,800","35,800","36,180","36,180"
1502,10/29/2016,1395/08/08,"36,120","36,010","36,150","36,080"
1503,10/30/2016,1395/08/09,"36,190","35,830","36,190","36,110"
1504,10/31/2016,1395/08/10,"36,190","36,110","36,210","36,190"
1505,11/1/2016,1395/08/11,"36,280","36,210","36,280","36,270"
1506,11/2/2016,1395/08/12,"36,300","36,190","36,300","36,230"
1507,11/3/2016,1395/08/13,"36,240","36,080","36,270","36,200"
1508,11/5/2016,1395/08/15,"36,120","36,120","36,280","36,230"
1509,11/6/2016,1395/08/16,"36,180","36,180","36,290","36,290"
1510,11/7/2016,1395/08/17,"36,320","36,230","36,320","36,250"
1511,11/8/2016,1395/08/18,"35,750","35,750","36,460","36,400"
1512,11/9/2016,1395/08/19,"36,310","36,310","36,520","36,480"
1513,11/10/2016,1395/08/20,"36,590","36,390","36,590","36,570"
1514,11/12/2016,1395/08/22,"36,560","36,480","36,680","36,480"
1515,11/13/2016,1395/08/23,"36,440","36,440","36,590","36,550"
1516,11/14/2016,1395/08/24,"36,650","36,500","36,690","36,680"
1517,11/15/2016,1395/08/25,"36,670","36,660","36,700","36,680"
1518,11/16/2016,1395/08/26,"36,660","36,660","36,750","36,740"
1519,11/17/2016,1395/08/27,"36,800","36,710","36,920","36,850"
1520,11/19/2016,1395/08/29,"36,900","36,420","36,900","36,810"
1521,11/21/2016,1395/09/01,"36,720","36,320","36,760","36,730"
1522,11/22/2016,1395/09/02,"36,840","36,680","36,840","36,770"
1523,11/23/2016,1395/09/03,"36,880","36,800","37,110","37,030"
1524,11/24/2016,1395/09/04,"37,050","37,050","37,240","37,180"
1525,11/26/2016,1395/09/06,"37,040","36,990","37,490","37,460"
1526,11/27/2016,1395/09/07,"37,180","37,180","37,940","37,910"
1527,11/29/2016,1395/09/09,"38,050","37,920","38,740","38,710"
